Latitude,Longitude,Heading,ShipName,Date,LadenState
-0.3635,119.084,193,OCEAN HONGKONG,31/12/2014,Unladen
-20.139667,118.513333,301,OCEAN LORD,31/12/2014,Unladen
-13.5286,116.212,352,GREAT ZHOU,31/12/2014,Laden
-23.8149,59.8849,251,GREAT HAN,31/12/2014,Unladen
-20.32597,-40.162533,33,BOSTON,31/12/2014,Laden
-20.9927,113.947,42,SAIKO,31/12/2014,Laden
38.8236,118.23185,354,FIRST EAGLE,31/12/2014,Laden
4.01572,119.624,356,CAPE LAUREL,31/12/2014,Laden
-2.18175,143.447,144,BULK SWITZERLAND,31/12/2014,Unladen
37.1357,1.97493,80,SPRING ZEPHYR,31/12/2014,Laden
20.5168,-131.125,123,AQUA BONANZA,31/12/2014,Unladen
30.997,135.761,309,ORIENT VESTA,31/12/2014,Laden
13.7878,119.93,140,CRYSTAL TIGER,31/12/2014,Unladen
-5.14754,112.72,293,ASIAN BLOSSOM,31/12/2014,Unladen
-23.823262,151.246132,138,HANJIN SHIKOKU,31/12/2014,Unladen
-15.6253,119.783,26,AZUL SINFONIA,31/12/2014,Laden
34.0719,140.837,88,FRONTIER MIRAGE,31/12/2014,Unladen
-20.637022,116.714347,270,BERGE ISHIZUCHI,31/12/2014,Laden
35.5266,-17.4129,81,OBELIX,31/12/2014,Laden
1.216463,103.37382,130,CAPE JACARANDA,31/12/2014,Laden
14.2133,-71.7928,44,ORANGE TIGER,31/12/2014,Unladen
22.665437,120.198857,139,CAPE BUZZARD,31/12/2014,Unladen
29.5643,122.539,8,CAPE RAPTOR,31/12/2014,Unladen
-13.8207,75.5918,57,HERO,31/12/2014,Laden
60.1047,-3.8899,294,NAVIOS BONAVIS,31/12/2014,Unladen
-9.74298,80.1165,220,NAVIOS HAPPINESS,31/12/2014,Unladen
-20.125267,118.584383,290,MARIPERLA,31/12/2014,Unladen
46.341257,31.21183,0,EKATERINI,31/12/2014,Unladen
21.3248,121.75,199,NEWMAX,31/12/2014,Laden
-33.893593,18.376307,283,COALMAX,31/12/2014,Unladen
-31.3173,12.0617,118,PIGI,31/12/2014,Laden
-3.0372,85.3876,44,DIGNITY,31/12/2014,Laden
-28.9026,82.2091,64,BERGE EVEREST,31/12/2014,Laden
-2.1053,-44.1268,44,BERGE ACONCAGUA,31/12/2014,Unladen
-29.391,0.250488,122,BERGE NEBLINA,31/12/2014,Laden
35.897408,33.524462,95,POLYMNIA,31/12/2014,Laden
20.895,121.548,26,CALLIOPE P.,31/12/2014,Laden
-20.40569,-40.224832,27,EVGENIA,31/12/2014,Unladen
-33.865332,25.77055,94,PHILIPPOS A.,31/12/2014,Unladen
29.8935,122.07755,257,BERGE LYNGOR,31/12/2014,Laden
-23.5006,52.4941,63,NORD DELPHINUS,31/12/2014,Laden
40.844155,29.27061,40,NORD DORADO,31/12/2014,Unladen
-4.78184,117.591,34,NORD PYXIS,31/12/2014,Laden
50.02581,-5.030117,200,NORD PISCES,31/12/2014,Laden
-2.69937,-134.689,302,GOLDEN ZHOUSHAN,31/12/2014,Laden
-23.785767,151.50525,5,GIUSEPPE MAURO RIZZO,31/12/2014,Unladen
30.083883,-88.06325,23,MARIA CRISTINA RIZZO,31/12/2014,Unladen
6.56747,78.6345,298,MARIOLINA DE CARLINI,31/12/2014,Laden
-19.2966,4.6394,322,RBD ITALIA,31/12/2014,Laden
-21.1637,149.417,117,LAVENDER,31/12/2014,Unladen
17.5507,-31.0262,210,GOLDEN HOPE,31/12/2014,Unladen
-32.887875,151.767032,108,CAPTAIN VANGELIS L,31/12/2014,Unladen
27.1832,51.9824,122,MARIA LAURA PREM,31/12/2014,Unladen
29.885283,49.192533,163,PIERA,31/12/2014,Laden
29.996075,-90.430628,285,CHIARA,31/12/2014,Unladen
-7.27317,116.399,25,CAPE AGAMEMNON,31/12/2014,Laden
-36.1867,40.4779,94,NAVIOS MELODIA,31/12/2014,Laden
15.8963,71.9793,329,ATHENIAN PHOENIX,31/12/2014,Laden
46.375008,31.023322,12,CORINTHIAN PHOENIX,31/12/2014,Unladen
-8.22895,48.0264,35,RAHI,31/12/2014,Laden
-31.3357,-25.7048,114,VANSHI,31/12/2014,Laden
36.0237,129.403,217,K.DAPHNE,31/12/2014,Laden
-2.79079,109.533,165,GREAT TANG,31/12/2014,Unladen
11.9708,-23.7818,143,DONG_A EOS,31/12/2014,Laden
-1.3973,87.8512,42,DONG_A ASTREA,31/12/2014,Laden
-21.2,149.428,59,JAWOR,31/12/2014,Unladen
51.042318,2.274708,80,ORNAK,31/12/2014,Unladen
20.244572,86.79292,84,RYSY,31/12/2014,Unladen
54.152852,12.121987,341,PATRICIA V,31/12/2014,Unladen
51.938433,4.057917,249,C.ATLAS,31/12/2014,Laden
33.618,-68.7253,120,KASTELLI WAVE,31/12/2014,Laden
-9.69597,137.14,128,SFAKIA WAVE,31/12/2014,Laden
6.32917,78.1584,138,PAN VIVA,31/12/2014,Unladen
-34.288032,25.46638,266,PROTEAS,31/12/2014,Laden
31.9416,-32.3263,255,DORIC WARRIOR,31/12/2014,Unladen
42.803275,132.965318,345,SARONIC CHAMPION,31/12/2014,Unladen
-12.102,77.7776,60,SARONIC TRADER,31/12/2014,Laden
24.727883,122.539167,193,ANGEL,31/12/2014,Unladen
14.235767,119.927567,184,PRETTY,31/12/2014,Unladen
5.95937,-11.0673,93,AM GIJON,31/12/2014,Unladen
15.7318,136.69,340,ZAMPA BLUE,31/12/2014,Laden
22.336868,114.09154,30,NAVIOS MARCO POLO,31/12/2014,Unladen
-23.174072,-44.033127,112,KEY FRONTIER,31/12/2014,Laden
37.2578,8.28078,85,C.BLOSSOM,31/12/2014,Laden
49.5319,-65.048,110,HANJIN FOS,31/12/2014,Unladen
-21.1691,149.348,109,HANJIN PORT HEDLAND,31/12/2014,Unladen
-2.42407,107.278,32,ZOSCO SHANGHAI,31/12/2014,Laden
25.376577,122.624977,24,ZOSCO QINGDAO,31/12/2014,Laden
-35.8094,87.513,267,EFESSOS WAVE,31/12/2014,Laden
1.333167,103.549233,338,KNOSSOS WAVE,31/12/2014,Laden
-20.637795,116.714502,270,ALPHA CONFIDENCE,31/12/2014,Unladen
25.8353,35.2172,331,ANANGEL DAWN,31/12/2014,Unladen
37.2782,123.147,148,ANANGEL SKY,31/12/2014,Unladen
-13.5992,111.62,135,ANANGEL SUN,31/12/2014,Unladen
-10.2599,116.079,166,ANANGEL OCEAN,31/12/2014,Unladen
30.6018,122.581,53,MONEMVASIA,31/12/2014,Laden
-5.72807,147.284,125,PANAYIOTA K,31/12/2014,Unladen
38.863587,118.667185,17,PHOENIX BEAUTY,31/12/2014,Laden
-21.8288,-6.37738,303,MEREDITH VICTORY,31/12/2014,Unladen
-16.0296,114.356,10,MAKA FRANZ,31/12/2014,Laden
-35.4679,126.621,96,MV MINERAL SUBIC,31/12/2014,Unladen
1.229368,103.946345,71,LAKE DOLPHIN,31/12/2014,Laden
29.8282,123.944,200,NAVIOS RAY,31/12/2014,Unladen
23.5992,130.53,146,BRAVE  SAILOR,31/12/2014,Unladen
3.77465,119.654,359,BATTERSEA,31/12/2014,Laden
-39.1617,-57.0132,86,MAVERICK GENESIS,31/12/2014,Laden
1.470057,104.576993,45,CAPE LAMBERT,31/12/2014,Unladen
-5.01733,117.316,28,CAPE NORTHVILLE,31/12/2014,Laden
51.4985,-2.72,134,HISPANIC G,31/12/2014,Laden
46.24977,30.719008,19,MARLENE D AMATO,31/12/2014,Unladen
-25.501667,-48.508167,261,LM  VICTORIA,31/12/2014,Unladen
-33.8644,121.95,169,HANJIN SALDANHA BAY,31/12/2014,Unladen
21.8345,132.183,333,HANJIN DALRYMPLE BAY,31/12/2014,Laden
17.0069,119.681,197,ANANGEL VOYAGER,31/12/2014,Unladen
-7.52543,-6.99103,138,ANANGEL MERCHANT,31/12/2014,Laden
-12.5865,77.2736,232,GREAT CHEER,31/12/2014,Unladen
29.7735,122.067,131,GREAT ASPIRATION,31/12/2014,Laden
17.1011,119.894,17,GREAT GLEN,31/12/2014,Laden
-23.0823,153.629,162,GREAT ANIMATION,31/12/2014,Unladen
36.997,126.128,315,GRAND THALIA,31/12/2014,Laden
47.2065,139.666,208,EASTERN BUND,31/12/2014,Laden
28.1157,121.122,348,EASTERN GLAMOUR,31/12/2014,Laden
15.2154,126.496,125,EASTERN RIVER,31/12/2014,Unladen
-33.2425,10.5542,280,FEG SUCCESS,31/12/2014,Unladen
-24.3847,49.4601,56,NAVIOS POLLUX,31/12/2014,Laden
-11.523,78.4375,36,CRYSTAL BLISS,31/12/2014,Laden
-12.2058,136.67,330,PINNACLE BLISS,31/12/2014,Unladen
19.6144,37.241,12,SAKIZAYA WISDOM,31/12/2014,Laden
36.3344,173.102,89,PENTA,31/12/2014,Unladen
48.40435,-123.437312,63,SUOH PACIFIC,31/12/2014,Unladen
-14.6793,73.6889,239,DENSA COBRA,31/12/2014,Unladen
-32.5509,18.1398,185,TRUST AGILITY,31/12/2014,Unladen
36.1112,130.486,5,WADI SAFAGA,31/12/2014,Laden
43.6173,29.2844,189,WADI ALKARM,31/12/2014,Unladen
50.697055,0.78549,234,WADI ALYARMOUK,31/12/2014,Laden
53.503767,9.962683,105,MANGARELLA,31/12/2014,Unladen
-35.1685,-56.6505,268,UNITED CHALLENGER,31/12/2014,Unladen
54.312305,-130.360717,39,MAVERICK GUNNER,31/12/2014,Unladen
-16.1777,2.35319,322,C.S. OLIVE,31/12/2014,Laden
30.4396,-158.914,261,KM KEELUNG,31/12/2014,Laden
1.2486,103.48895,326,KM HONGKONG,31/12/2014,Laden
0.0701533,106.45,137,JAIGARH,31/12/2014,Unladen
-27.9003,37.9514,83,CHORUS,31/12/2014,Laden
54.624733,4.480078,354,NORD VENTURE,31/12/2014,Unladen
-21.327,-11.2929,302,TORM ISLAND,31/12/2014,Laden
1.989318,102.125133,124,TORM TRADER,31/12/2014,Laden
20.9325,88.2348,55,LOWLANDS KAMSAR,31/12/2014,Unladen
36.940853,-76.05449,76,WANGARATTA,31/12/2014,Unladen
44.709,-12.3974,4,KIRRIBILLI,31/12/2014,Laden
-9.53537,-17.8537,132,UNITED FORTUNE,31/12/2014,Laden
29.512985,34.9948,18,HAKUTA,31/12/2014,Laden
15.1021,-152.379,268,ZENNOH GRAINMAGNOLIA,31/12/2014,Laden
31.0149,123.866,359,CAPE PROVIDENCE,31/12/2014,Laden
-2.78844,118.602,13,CAPE SPENCER,31/12/2014,Laden
-27.091,44.1621,58,BESIKTAS KAZAKHSTAN,31/12/2014,Unladen
-21.2845,149.482,83,BESIKTAS AZERBAIJAN,31/12/2014,Unladen
0.26929,79.0578,194,BESIKTASTURKMENISTAN,31/12/2014,Unladen
36.191652,-3.772675,79,BESIKTAS,31/12/2014,Laden
17.9932,-169.211,283,KEY HUNTER,31/12/2014,Laden
46.209372,30.743615,0,Q JAKE,31/12/2014,Unladen
-13.0567,-21.9397,129,Q ARION,31/12/2014,Laden
7.46289,139.939,126,AM EXPRESS,31/12/2014,Unladen
70.3789,16.6054,231,YM ENDEAVOUR,31/12/2014,Laden
-0.299045,117.686,142,MV.ATLANTIC PRIME,31/12/2014,Unladen
-19.924197,118.552282,297,UBC OHIO,31/12/2014,Unladen
38.844542,118.698955,29,EDWIN,31/12/2014,Laden
-13.2725,72.8102,238,EMIL,31/12/2014,Unladen
2.54664,91.0519,42,ELSE,31/12/2014,Laden
-23.2779,-0.409867,49,EURYDICE D,31/12/2014,Unladen
30.9181,123.175,113,ALPHA DIGNITY,31/12/2014,Unladen
48.730368,-123.567642,347,CAPE ALTHEA,31/12/2014,Unladen
-9.46054,151.524,341,CAPE DREAM,31/12/2014,Laden
0.848398,-22.4861,153,CAPE KEYSTONE,31/12/2014,Laden
-5.65168,47.4987,219,UBC OTTAWA,31/12/2014,Unladen
-38.329,136.012,280,UBC ORISTANO,31/12/2014,Laden
63.5525,-1.27268,53,UBC OLIMBUS,31/12/2014,Unladen
-20.30725,-40.136503,43,UBC ODESSA,31/12/2014,Laden
-4.86458,117.533,35,ARIADNE,31/12/2014,Laden
22.6643,67.3839,326,OKEANOS BLISS,31/12/2014,Laden
-18.1059,152.781,173,CORAL RUBY,31/12/2014,Unladen
-28.0064,49.0487,246,LOWLANDS QUEEN,31/12/2014,Laden
-39.4213,-57.8285,26,OCEAN ROSE,31/12/2014,Laden
33.984367,133.271833,31,ATLAS ISLAND,31/12/2014,Unladen
40.9945,-55.265,260,ORIENT CENTAUR,31/12/2014,Unladen
21.1267,-49.0931,245,ORIENT CHAMPION,31/12/2014,Unladen
37.5696,-37.3094,251,ORIENT CRUSADER,31/12/2014,Unladen
-33.506343,27.823537,230,MINI,31/12/2014,Unladen
6.64912,122.506,114,ORIENT STRENGTH,31/12/2014,Unladen
-15.0121,151.593,12,ORIENT SUN,31/12/2014,Laden
35.0899,119.616,280,RENA,31/12/2014,Laden
-3.743183,114.430983,328,AGIA VALENTINI,31/12/2014,Unladen
-14.0434,116.508,173,OCEAN CAMELOT,31/12/2014,Unladen
30.9994,123.935,348,OCEAN COURTESY,31/12/2014,Laden
-33.001235,152.5723,98,UNITED ADVENTURE,31/12/2014,Unladen
-19.077827,118.037383,201,NSU LODESTAR,31/12/2014,Unladen
46.1489,-131.723,89,MILAGRO,31/12/2014,Unladen
41.66086,143.841002,110,STRIGGLA,31/12/2014,Unladen
29.4441,49.6901,256,CINZIA D AMATO,31/12/2014,Laden
-3.08737,109.545,328,TINA IV,31/12/2014,Unladen
12.5377,-118.972,273,LADY Z,31/12/2014,Laden
-35.0354,117.896,116,DREAM SEAS,31/12/2014,Unladen
39.9868,119.832,15,AMALFI,31/12/2014,Unladen
6.83663,-120.459,307,ZOSCO SHAOXING,31/12/2014,Laden
43.040717,131.945483,333,ZOSCO HUZHOU,31/12/2014,Laden
33.2109,136.588,62,SHIOSAI,31/12/2014,Laden
-15.033,74.1372,56,PAN EMERALD,31/12/2014,Laden
-12.2824,77.6378,49,PAN FREEDOM,31/12/2014,Laden
-4.4355,-35.1253,118,SUN ORCHID,31/12/2014,Laden
-20.2235,92.7128,34,PAN GOLD,31/12/2014,Laden
-7.3697,149.258,214,PAN HOPE,31/12/2014,Unladen
41.327777,140.253265,236,PAN IRIS,31/12/2014,Laden
-21.6015,62.3579,56,PAN JOY,31/12/2014,Laden
29.3725,-15.433,14,VENUS HERITAGE,31/12/2014,Laden
-20.11285,118.581317,288,DONG_A OKNOS,31/12/2014,Unladen
-21.183,149.395,105,BULK MEXICO,31/12/2014,Unladen
-34.8181,39.6744,270,BULK SPAIN,31/12/2014,Laden
43.3677,4.98233,343,PETALON,31/12/2014,Laden
10.8054,111.713,219,KAMBANOS,31/12/2014,Laden
-17.930537,147.426537,27,KIND SALUTE,31/12/2014,Laden
20.8271,-64.5186,59,BALTIC BEAR,31/12/2014,Laden
-20.450917,-40.138417,16,DIONE,31/12/2014,Unladen
47.6008,-126.966,232,ORIENT UNION,31/12/2014,Laden
28.9004,171.249,259,QI SHAN,31/12/2014,Laden
-35.2082,127.143,266,AQUAMARINE,31/12/2014,Laden
7.10877,120.027,192,AQUAPRINCESS,31/12/2014,Unladen
-24.4995,-40.1026,118,GUO MAY,31/12/2014,Laden
-20.57852,117.199688,47,HSIN MAY,31/12/2014,Unladen
40.441708,17.21186,359,PING MAY,31/12/2014,Laden
51.924967,2.911233,222,AQUADIVA,31/12/2014,Laden
-13.6249,116.238,352,AQUAVICTORY,31/12/2014,Laden
48.6408,-8.953,221,KANARIS,31/12/2014,Unladen
-32.991705,151.899525,305,PARAPOLA,31/12/2014,Unladen
28.713,123.738,10,SAPIENTZA,31/12/2014,Laden
-33.8705,121.902,30,GCL ARGENTINA,31/12/2014,Unladen
-5.5892,117.004,25,C.WINNER,31/12/2014,Laden
9.51127,75.5747,160,PACIFIC CREATION,31/12/2014,Unladen
35.2688,119.862,281,PACIFIC ARGOSY,31/12/2014,Laden
-5.08829,107.778,45,PSU FIFTH,31/12/2014,Laden
-12.6476,-0.125162,141,CERBA,31/12/2014,Laden
-19.768,69.7087,241,FLAMA,31/12/2014,Unladen
39.817747,124.152697,325,MVGOLDEN PEARL,31/12/2014,Laden
48.3355,-70.869,257,M.V.GOLDEN DIAMOND,31/12/2014,Laden
10.641738,-14.629112,200,M.V.GOLDEN RUBY,31/12/2014,Unladen
43.361043,-3.084612,50,IONIC KLEOS,31/12/2014,Laden
6.36994,119.956,7,ANANGEL HAPPINESS,31/12/2014,Laden
33.3863,128.567133,236,DARYA JYOTI,31/12/2014,Laden
-20.29715,-40.236083,60,DARYA MOTI,31/12/2014,Laden
41.449267,140.487067,237,INFINITY,31/12/2014,Laden
16.3726,41.0446,148,INTUITION,31/12/2014,Laden
40.7475,28.4203,76,BOTTIGLIERI SOPHIE,31/12/2014,Laden
-25.7507,-48.2918,61,BOTTIGLIERI GIULIO,31/12/2014,Unladen
1.8054,57.6141,36,ATHENS,31/12/2014,Laden
10.0199,101.738,159,AGIOS SOSTIS,31/12/2014,Laden
-34.99562,19.57568,271,GLYFADA I,31/12/2014,Unladen
-4.034127,115.620015,265,GALAPAGOS,31/12/2014,Unladen
29.3547,47.92606,56,SUNSHINE,31/12/2014,Unladen
-34.5229,-29.4132,115,CONTI SAPHIR,31/12/2014,Laden
38.809747,118.853547,276,CONTI SELENIT,31/12/2014,Unladen
8.80169,-88.7979,281,BRAHMS,31/12/2014,Laden
1.12868,-49.5703,235,JURUTI,31/12/2014,Unladen
69.0175,33.0483,6,CONTI SPINELL,31/12/2014,Unladen
-11.5062,0.865848,147,KIRAN TURKIYE,31/12/2014,Unladen
16.1837,125.233,118,FPMC B 104,31/12/2014,Unladen
-20.082867,118.54259,301,CSB GLORY,31/12/2014,Unladen
31.2477,123.331,3,CSB PROPITIOUSNESS,31/12/2014,Unladen
-11.7191,116.375,165,FLOURISH,31/12/2014,Unladen
5.69683,119.814,10,LI DA,31/12/2014,Laden
-5.96933,116.868,201,ZHI DA,31/12/2014,Unladen
-0.448198,89.3431,122,MINERAL DALIAN,31/12/2014,Unladen
-34.368713,151.013013,47,TUERKIS,31/12/2014,Unladen
-10.6254,138.966,307,TANSANIT,31/12/2014,Laden
13.1264,129.683,316,TOPAS,31/12/2014,Laden
1.255813,104.940317,113,TURMALIN,31/12/2014,Unladen
11.8102,86.9004,111,MAIRINI,31/12/2014,Laden
30.654247,-88.032517,181,FLAG ZANNIS,31/12/2014,Unladen
31.8322,34.6446,89,CIC EPOS,31/12/2014,Laden
-24.4143,-32.6217,83,STELLA GRACE,31/12/2014,Unladen
36.0286,120.234,289,VOGERUNNER,31/12/2014,Laden
40.648167,17.9695,345,DENITA WAVE,31/12/2014,Laden
-0.26647,117.681,201,ANTONELLA LEMBO,31/12/2014,Unladen
-34.401833,-57.9795,324,LDN FORTUNA,31/12/2014,Unladen
-22.0258,62.6042,54,UMBERTO D AMATO,31/12/2014,Laden
-21.2842,149.464,79,CONTI JADE,31/12/2014,Unladen
56.802663,18.465297,52,CONTI JAPSIS,31/12/2014,Unladen
-23.012637,-44.033122,241,TOM SELMER,31/12/2014,Unladen
-9.81017,44.3556,216,KLARA SELMER,31/12/2014,Unladen
-25.8188,47.6715,239,W_SKY,31/12/2014,Unladen
34.080028,135.005823,15,W_STAR,31/12/2014,Laden
42.924,-9.95405,0,CHURCHILL BULKER,31/12/2014,Laden
4.78732,106.68,73,KING COAL,31/12/2014,Laden
-35.1988,-55.5487,229,BOTAFOGO SW,31/12/2014,Unladen
52.0962,-150.563,105,SANTA BARBARA,31/12/2014,Unladen
34.1926,140.174,213,CORONA POWER,31/12/2014,Unladen
24.7658,133.316,337,CORONA QUEEN,31/12/2014,Laden
28.1474,144.613,341,SHORYU,31/12/2014,Laden
53.7509,0.455623,270,NBA RUBENS,31/12/2014,Laden
29.617608,-89.89377,298,AMAZING SALUTE,31/12/2014,Unladen
1.311367,103.27175,131,STAR BREEZE,31/12/2014,Laden
49.30115,-123.072167,127,MOON BREEZE,31/12/2014,Unladen
37.964,162.919,87,TOHOKU MARU,31/12/2014,Unladen
-28.8185,32.048167,28,GIOVANNI BOTTIGLIERI,31/12/2014,Unladen
10.9184,67.5687,6,JAG AARATI,31/12/2014,Laden
-10.7201,140.884,279,JUBILANT SUCCESS,31/12/2014,Laden
-1.51036,118.886,16,NORD CASSIOPEIA,31/12/2014,Laden
-4.30345,84.5941,227,HELEN N,31/12/2014,Unladen
-33.1074,137.637,3,EIBHLIN,31/12/2014,Unladen
-20.076898,118.526105,304,GLOBAL MERCATOR,31/12/2014,Unladen
-36.0818,13.054,111,Q GAYLE,31/12/2014,Laden
-13.467,116.848,345,C.S. INNOVATOR,31/12/2014,Laden
-8.61241,152.924,115,HYUNDAI ATLANTIC,31/12/2014,Unladen
23.0276,135.288,18,DAMPIER MARU,31/12/2014,Laden
36.995942,126.71265,300,CAPE GENESIS,31/12/2014,Laden
-32.0418,-19.1609,114,NORD VENUS,31/12/2014,Laden
-21.2013,149.381,117,KM SINGAPORE,31/12/2014,Unladen
38.827202,0.510202,19,KM SHANGHAI,31/12/2014,Laden
-11.5682,121.894,26,JULIA N,31/12/2014,Laden
20.9376,87.141,104,TRUST INTEGRITY,31/12/2014,Laden
45.845,-16.334,235,SANDRA,31/12/2014,Unladen
31.8641,133.467,342,CAPE VIOLET,31/12/2014,Laden
-50.2433,-61.8161,41,ANDAMA,31/12/2014,Laden
47.8494,-153.641,87,PANORMOS,31/12/2014,Unladen
46.5841,31.2989,317,MBA GIUSEPPE,31/12/2014,Unladen
26.010088,55.956038,32,KAMLESH,31/12/2014,Unladen
-24.9297,-24.0553,106,NAVIOS BUENA VENTURA,31/12/2014,Laden
-8.14222,150.92,299,NAVIOS AURORA II,31/12/2014,Laden
34.9415,127.823,46,NAVIOS ANTARES,31/12/2014,Laden
29.4556,123.63,203,NAVIOS LUZ,31/12/2014,Unladen
24.230167,120.487,21,NAVIOS ETOILE,31/12/2014,Laden
0.672658,79.0952,352,NAVIOS BONHEUR,31/12/2014,Laden
29.840633,-89.989417,30,GOLDEN ECLIPSE,31/12/2014,Unladen
9.0016,100.999,351,GOLDEN EMINENCE,31/12/2014,Laden
-34.3204,-58.492217,328,GOLDEN EMPRESS,31/12/2014,Unladen
44.074,-41.8393,265,GOLDEN ENDEAVOUR,31/12/2014,Unladen
46.397347,31.148862,358,GOLDEN ENDURER,31/12/2014,Unladen
-1.672967,116.650483,226,GOLDEN  ENTERPRISE,31/12/2014,Unladen
26.4667,-43.5682,42,NEW EXPLORER,31/12/2014,Laden
22.869283,119.932165,1,FPMC B 102,31/12/2014,Laden
-27.347158,153.183683,30,FPMC B 103,31/12/2014,Laden
25.334898,51.825295,349,ARUN,31/12/2014,Laden
25.297215,51.78366,351,ISHWARI,31/12/2014,Laden
38.78211,123.419217,341,SHRAVAN,31/12/2014,Unladen
20.3304,108.114,189,KISHORE,31/12/2014,Unladen
-9.15239,151.422,345,ASHOK,31/12/2014,Laden
25.181948,56.358962,359,INCE ANKARA,31/12/2014,Unladen
-30.8351,40.8393,61,CAPE YAMABUKI,31/12/2014,Laden
-0.815007,107.235,310,CAPE CANARY,31/12/2014,Laden
35.479252,139.741165,331,CAPE TSUBAKI,31/12/2014,Laden
-4.88266,153.257,193,FRONTIER NEIGE,31/12/2014,Unladen
-1.05064,-44.4924,299,FORTE DE SAO FELIPE,31/12/2014,Unladen
38.479002,121.310115,284,CAPE VICTORY,31/12/2014,Laden
42.9459,-12.7448,65,XIN JIN HAI,31/12/2014,Laden
37.5833,121.381567,271,HEBEI QINHUANGDAO,31/12/2014,Laden
10.3412,110.899,40,HEBEI ZHANGJIAKOU,31/12/2014,Laden
25.619567,120.9584,38,HEBEI SHIJIAZHUANG,31/12/2014,Laden
-22.968355,-43.963312,56,SILVER SURFER,31/12/2014,Unladen
-18.402603,116.77854,349,SG FOUNDATION,31/12/2014,Laden
45.725867,142.088933,78,SG EXPRESS,31/12/2014,Unladen
7.41129,120.051,15,OCEAN LADY,31/12/2014,Laden
49.0507,151.419,49,AEOLIAN HERITAGE,31/12/2014,Unladen
-18.3729,-97.7473,149,AEOLIAN VISION,31/12/2014,Laden
27.035667,56.22155,90,ZEYNEP K,31/12/2014,Laden
38.8176,118.317,323,MARIVICTORIA,31/12/2014,Laden
8.40754,-62.6419,191,W_EAGLE,31/12/2014,Unladen
-16.1025,152.986,163,W_ACE,31/12/2014,Unladen
37.58331,121.384502,270,TALIA,31/12/2014,Laden
-33.1723,5.5308,277,TANGO SEA,31/12/2014,Unladen
35.8134,120.276,254,C PHOENIX,31/12/2014,Laden
-34.6796,23.1693,263,C PROSPERITY,31/12/2014,Unladen
46.3893,-17.3777,249,CRIMSON EMPRESS,31/12/2014,Laden
37.038355,126.16178,316,IOLCOS DESTINY,31/12/2014,Laden
48.718622,-125.809918,293,APHRODITE L,31/12/2014,Laden
21.0684,-159.161,73,ATHINA L,31/12/2014,Laden
38.9659,117.798,281,INDIGO HOPE,31/12/2014,Laden
2.92136,139.957,322,FPMC B 105,31/12/2014,Laden
42.751638,133.068127,80,FPMC B 106,31/12/2014,Unladen
49.1072,140.351,14,FPMC B 107,31/12/2014,Unladen
49.1413,140.441,339,FPMC B 108,31/12/2014,Unladen
10.598923,107.023125,333,SCANDINAVIAN EXPRESS,31/12/2014,Laden
5.84803,138.352,141,SCOTIAN EXPRESS,31/12/2014,Unladen
27.022,-57.5106,50,FRONTIER HARVEST,31/12/2014,Laden
46.625487,31.024753,29.7,FRONTIER ROSE,31/12/2014,Laden
18.0026,-168.808,282,FRONTIER SKY,31/12/2014,Laden
-23.88495,151.574,339,WEN ZHU HAI,31/12/2014,Unladen
53.644198,-0.20375,144,CAPE FUSHEN,31/12/2014,Laden
14.5949,-67.1,246,KING HAROLD,31/12/2014,Unladen
7.95534,115.539,53,M_V BLUE EVEREST,31/12/2014,Laden
-22.2436,55.1078,244,CAPE LEONIDAS,31/12/2014,Unladen
-14.894,-22.3546,127,ORE BRASIL,31/12/2014,Laden
-14.9954,73.3536,59,SUNNY YOUNG,31/12/2014,Laden
-20.323765,118.569738,358,GLOBAL PROSPERITY,31/12/2014,Laden
35.367073,139.865557,109,AWOBASAN MARU,31/12/2014,Laden
-16.0797,117.487,343,MINERAL HAIKU,31/12/2014,Laden
51.444878,3.704117,214,SPRING WARBLER,31/12/2014,Laden
-11.2882,142.904,178,KEY LIGHT,31/12/2014,Unladen
34.42265,134.1754,293,JUBILANT GLORY,31/12/2014,Laden
24.9462,-74.7443,357,KING HADLEY,31/12/2014,Laden
41.2681,-175.698,272,VOGE CHALLENGER,31/12/2014,Laden
21.172587,110.409635,18,KING HAKAN,31/12/2014,Laden
-35.02285,-56.076332,219,AQUITANIA G,31/12/2014,Unladen
-0.770753,-32,18,BRITANNIA G,31/12/2014,Laden
49.3338,-123.229,213,GH HARMONY,31/12/2014,Unladen
0.841967,119.289,9,GLOBAL ENTERPRISE,31/12/2014,Laden
31.8228,136.656,359,GREAT PERSEUS,31/12/2014,Laden
-24.2542,154.901,119,KING ORE,31/12/2014,Laden
36.9981,126.077,300,HANJIN RIZHAO,31/12/2014,Laden
-33.5144,152.087,140,HANJIN DANGJIN,31/12/2014,Unladen
38.5149,134.99,238,HYUNDAI VISION,31/12/2014,Laden
49.01063,-123.167693,109,HYUNDAI SUCCESS,31/12/2014,Unladen
-0.304832,75.539,33,JAG ARYA,31/12/2014,Laden
-3.74677,114.489,330,OCEAN SAPPHIRE,31/12/2014,Unladen
25.379002,51.782762,335,ANASTASIA K,31/12/2014,Laden
25.336507,51.808972,332,DIANE,31/12/2014,Laden
6.09727,119.841,193,XIN BIN HAI,31/12/2014,Unladen
-34.2047,17.1797,300,AMITY,31/12/2014,Unladen
-33.846512,18.43041,180,YUE MAY,31/12/2014,Unladen
